V1,V2,Dennis Cliff Smith,
,"Dallas, TX",Texas,
,"New Orleans, LA ' Commerce, TX",Texas,
,"Commerce, TX",Texas,
,"Austin, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Kutztown, Pennsylvania",Pennsylvania,
,"Clinton, OK",Oklahoma,
,"Cleveland, OH",Ohio,
,"Dallas, TX",Texas,
,"Denton, TX",Texas,
,"Columbus, Ohio",Ohio,
,"Dallas, TX",Texas,
,"Dallas,TX",Texas,
,"Dallas, TX",Texas,
,"Norman, OK",Oklahoma,
,"Highland, NY",New York,
,"Milwaukee, WI",Wisconsin,
,"Selma, NC",North Carolina,
,Texas,Texas,
,"Stephenville, TX",Texas,
,"Azle, TX",Texas,
,"Rgv, TX",Texas,
,"Grapevine, TX",Texas,
,"Austin, TX",Texas,
,"Irving, TX",Texas,
,"Plano, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Denton, TX",Texas,
,"San Diego, CA",California,
,"Alexandria, VA ",Virginia,
,"Dallas, TX",Texas,
,"Atlanta, Georgia",Georgia,
,"Reno, Nevada",Nevada,
,MT,Montana,
,"Dallas, TX",Texas,
,"Chicago, IL",Illinois,
,"Fayetteville, NC",North Carolina,
,"Lubbock, TX",Texas,
,"Dallas, TX",Texas,
,"Carmel, CA",California,
,"Dallas, TX",Texas,
,"Levelland, TX",Texas,
,"Dallas,TX",Texas,
,"Dallas, TX",Texas,
,Hawaii,Hawaii,
,"Dallas, TX",Texas,
,"Dallas, TX ",Texas,
,"Lewisville, TX",Texas,
,"Heath, TX",Texas,
,"Boise, ID",Idaho,
,"Austin, TX",Texas,
,"Houston, TX",Texas,
,"Dallas, TX",Texas,
,"Houston, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX|College Station, TX",Texas,
,"Dallas, TX",Texas,
,"Lewisville, TX",Texas,
,"Grapevine, TX",Texas,
,"Fort Worth, Texas",Texas,
,"Chittenango, NY",New York,
,"Dallas, TX",Texas,
,"Grand Prairie, TX",Texas,
,"Dallas, TX",Texas,
,Texas,Texas,
,"Fort Worth, TX",Texas,
,"Kennesaw, GA",Georgia,
,"Dallas, TX",Texas,
,"Trophy Club, TX",Texas,
,"Allen, TX ",Texas,
,"Dallas, TX",Texas,
,"Irving, TX",Texas,
,"Wichita Falls, TX",Texas,
,"On the red carpet, Dallas, TX",Texas,
,"Plano, TX",Texas,
,"Nacogdoches, TX",Texas,
,"Queen Creek, AZ",Arizona,
,"Norman, OK",Oklahoma,
,"Dallas, TX ",Texas,
,"San Antonio, TX",Texas,
,"Dallas, TX",Texas,
,Texas,Texas,
,"Waterbury, CT",Connecticut,
,"Paradise, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Norfolk, VA",Virginia,
,"Fort Worth, TX",Texas,
,"Fort Worth, TX",Texas,
,"San Antonio, TX",Texas,
,"Lumberton, NC",North Carolina,
,"Houston, TX.     Nashville, TN",Tennessee,
,"Charlotte, NC",North Carolina,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas,TX",Texas,
,"Orlando, FL",Florida,
,"Dallas, Texas",Texas,
,Texas,Texas,
,"Argyle, TX",Texas,
,"San Marcos, TX",Texas,
,"Mount Olive, NC",North Carolina,
,"Grapevine, TX",Texas,
,"Fort Worth, TX",Texas,
,"Dallas, Texas",Texas,
,"Lawton, OK",Oklahoma,
,"Mesquite, TX",Texas,
,"Gainesville, TX",Texas,
,"San Marcos, TX",Texas,
,"Canyon, TX",Texas,
,"San Marcos, TX",Texas,
,"Dallas, TX",Texas,
,"DALLAS,TX",Texas,
,Texas,Texas,
,"Dallas, TX",Texas,
,"fairbanks, AK",Alaska,
,"Dallas, TX",Texas,
,"Danville,VA",Virginia,
,"Dallas, TX",Texas,
,Texas,Texas,
,"Milwaukee, WI",Wisconsin,
,"Ft. Lauderdale, FL",Florida,
,"Provo, UT",Utah,
,Texas,Texas,
,"Fort Worth, TX",Texas,
,"Richardson, TX",Texas,
,"Desoto, TX",Texas,
,Texas,Texas,
,"San Antonio, TX",Texas,
,"Dallas, Texas",Texas,
,"New Braunfels, TX",Texas,
,"Brooklyn, NY",New York,
,"Plano, TX",Texas,
,"Fort Worth, TX",Texas,
,"Arlington, Texas ",Texas,
,"San Marcos, TX",Texas,
,"Winston-Salem, NC",North Carolina,
,"Dallas, TX",Texas,
,"Fort Worth, TX",Texas,
,"Nashville, TN",Tennessee,
,Louisiana ,Louisiana,
,"Myrtle Beach, SC",South carolina,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Branson, Missouri",Missouri,
,"Tacoma, WA",Washington,
,TX,Texas,
,"Oak Cliff, TX",Texas,
,"Kalamazoo, MI",Michigan,
,"Quincy, MA",Massachusetts,
,"Fort Worth, TX",Texas,
,"Elkridge, MD",Maryland,
,"Richmond Heights, FL",Florida,
,"Fort Worth, TX",Texas,
,"Eden, NY",New York,
,"Austin, TX",Texas,
,"Denver, CO",Colorado,
,"Dallas, TX",Texas,
,"Austin, TX",Texas,
,"Port Orange, FL",Florida,
,"Elizabethtown, NC",North Carolina,
,"Dalhart, TX",Texas,
,"Dallas, TX",Texas,
,"Hurst, TX",Texas,
,"Los Angeles, CA",California,
,"Farmington, CT",Connecticut,
,"New York, NY",New York,
,"Austin, TX",Texas,
,"McKinney, TX",Texas,
,"Rockwall, TX",Texas,
,"New York, NY",New York,
,"Memphis, TN",Tennessee,
,"Savannah, GA",Georgia,
,TX,Texas,
,"New York, NY",New York,
,"Melissa, TX",Texas,
,"Flower Mound, TX",Texas,
,"Honolulu, HI",Hawaii,
,"Cincinnati, OH",Ohio,
,"Pecan Plantation, TX",Texas,
,"Springtown, TX",Texas,
,"Dallas, TX",Texas,
,"Keller, TX",Texas,
,"Garland, TX",Texas,
,"Kingston, NY",New York,
,"Dallas, TX",Texas,
,"Chicago, IL - Lexington, KY",Kentucky,
,"Hendersonville,TN",Tennessee,
,Texas,Texas,
,"Lorena, TX",Texas,
,"Maryville, MO",Missouri,
,"Pottsboro, TX",Texas,
,"Lubbock, TX ! Dallas, TX",Texas,
,"New York, NY",New York,
,"Dallas, TX",Texas,
,"Fort Worth, TX",Texas,
,"Rockwall, TX",Texas,
,"Euless, TX",Texas,
,"Burleson, TX",Texas,
,"New York, NY",New York,
,"Dallas, TX",Texas,
,"Armpit of Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Richardson, TX",Texas,
,"Fort Worth, TX",Texas,
,"St Petersburg, FL",Florida,
,Texas,Texas,
,"Kenilworth, NJ",New jersey,
,"Denver, CO",Colorado,
,"Tulsa, OK",Oklahoma,
,"Fort Worth, TX",Texas,
,"Dexter, TX",Texas,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Arlington, Texas",Texas,
,"Dallas, TX",Texas,
,"Fort Worth, TX",Texas,
,"DFW, TX",Texas,
,"Dallas, TX",Texas,
,"Salem, Oregon",Oregon,
,"Dallas, TX",Texas,
,"Canyon, TX",Texas,
,"Mesquite, TX",Texas,
,"Dallas, TX",Texas,
,"Wake Forest, NC",North Carolina,
,"Dallas, TX",Texas,
,Texas,Texas,
,"Dallas, TX",Texas,
,"Fort Worth, TX",Texas,
,"Allen, TX",Texas,
,"Dallas, TX",Texas,
,"New York, NY",New York,
,"Mt. Pleasant, MI",Michigan,
,"Pensacola,FL",Florida,
,"Simi Valley, CA",California,
,"Mansfield, TX",Texas,
,"Fort Worth, TX",Texas,
,"Jackson, MS",Mississippi,
,"Chicago, IL",Illinois,
,"Dallas, TX ",Texas,
,"Forney, TX",Texas,
,"Austin, TX",Texas,
,"Los Angeles, CA",California,
,"Baton Rouge, LA",Louisiana,
,"Garland, TX",Texas,
,"Carroll, IA",Iowa,
,"Dallas, TX",Texas,
,"Miami, FL",Florida,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, Texas",Texas,
,"Dallas, TX",Texas,
,"Mission, TX",Texas,
,"Allen, TX",Texas,
,"Keller, Texas",Texas,
,"Plano, TX",Texas,
,"Big D, TX",Texas,
,"Dallas, TX",Texas,
,"McKinney, TX",Texas,
,"Baltimore, MD |San Antonio, TX",Texas,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Oklahoma City, OK",Oklahoma,
,"Austin, TX",Texas,
,"Arlington, TX",Texas,
,"Dallas, Texas",Texas,
,NC,North Carolina,
,"Dallas, TX",Texas,
,"Austin, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, Texas",Texas,
,"Humble, TX",Texas,
,Austin,Austin,
,"Dallas, TX",Texas,
,"Austin, TX",Texas,
,Texas,Texas,
,"Wichita Falls, TX",Texas,
,"Dallas, TX",Texas,
,"Fort Worth, TX",Texas,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Long Island, NY",New York,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Arlington, Texas",Texas,
,"Katy, Texas",Texas,
,"Dallas, TX",Texas,
,"Tulsa, OK",Oklahoma,
,"Dallas, TX",Texas,
,"Fort Benning, GA",Georgia,
,"Cedar Rapids, IA",Iowa,
,"Dallas, TX",Texas,
,"Fort Worth, Texas",Texas,
,"Irving, TX",Texas,
,"Newport Beach, CA",California,
,"Springfield,MA",Massachusetts,
,"Dallas, Texas",Texas,
,"Bakersfield, CA",California,
,"Laguna Niguel, CA",California,
,"Salt Lake City, UT",Utah,
,"College Station, TX",Texas,
,"Dallas, TX",Texas,
,Texas,Texas,
,"Lubbock, TX",Texas,
,Texas,Texas,
,Texas,Texas,
,"Waco, TX",Texas,
,"Odessa, TX",Texas,
,"Lafayette, LA",Louisiana,
,"Lubbock, TX",Texas,
,"Wasco, CA",California,
,"Norman, OK",Oklahoma,
,Texas,Texas,
,"Dallas, TX",Texas,
,"Waco, TX",Texas,
,"Los Angeles, CA",California,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Garland, TX",Texas,
,"Austin, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Lubbock, TX",Texas,
,"St Joseph, MO",Missouri,
,"Dallas, TX",Texas,
,"Seattle, WA",Washington,
,"Dallas, TX",Texas,
,"Houston, TX",Texas,
,"Dallas, Texas",Texas,
,"La Grange, IL",Illinois,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Willow Grove, PA",Pennsylvania,
,"Austin, TX",Texas,
,TX,Texas,
,"Philadelphia, PA",Pennsylvania,
,"San Francisco, CA",California,
,"Euless, TX",Texas,
,"Dallas, TX",Texas,
,"Marmora, NJ",New jersey,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Portland, OR",Oregon,
,"Sunnyvale, TX",Texas,
,"Abilene, Texas",Texas,
,"DALLA$,TX",Texas,
,"Mountain lake , MN",Minnesota,
,"Iowa City, IA",Iowa,
,"Houston, TX",Texas,
,"Duncanville, TX",Texas,
,"Dallas, Texas",Texas,
,"Austin, TX",Texas,
,"Philadelphia, PA",Pennsylvania,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Arlington, TX",Texas,
,"Irving, TX",Texas,
,"Norman, OK",Oklahoma,
,"Irving, Texas",Texas,
,"Celina, TX",Texas,
,"Denton, TX",Texas,
,"Dallas, Texas",Texas,
,"Fort Worth, Texas",Texas,
,"Albany, NY",New York,
,"Grapevine, TX",Texas,
,"Cherry Hill, NJ",New jersey,
,"Beaver Dam, KY",Kentucky,
,"Dallas, Texas",Texas,
,"Bridge City, TX",Texas,
,Minnesota,Minnesota,
,"Dallas, TX",Texas,
,"Plano, TX",Texas,
,"Southside, NY",New York,
,"Dallas, TX / Stillwater, OK",Oklahoma,
,"Austin, TX",Texas,
,"New York, NY",New York,
,"Dallas, TX",Texas,
,"North Richland Hills, TX",Texas,
,"Nocona, TX",Texas,
,"Houston, TX",Texas,
,"Keyport, NJ",New jersey,
,"Jacksonville, TX",Texas,
,"Greenacres, FL",Florida,
,"Mansfield, TX",Texas,
,NY,New York,
,"Edmond, OK",Oklahoma,
,Oklahoma City ,Oklahoma City,
,"Castro Valley, CA",California,
,"Trenton, MO",Missouri,
,"Charlotte,NC",North Carolina,
,"Raleigh, NC",North Carolina,
,Washington,Washington,
,"Pittsburgh, PA",Pennsylvania,
,"Allen, TX",Texas,
,"Plano, TX",Texas,
,"Oakcliff, TX",Texas,
,"Houston, TX",Texas,
,"Midlothian, TX",Texas,
,"Norman, OK ",Oklahoma,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Charlotte, NC",North Carolina,
,"Dallas, TX",Texas,
,"Los Angeles, CA",California,
,"Dallas, Texas",Texas,
,Texas,Texas,
,"New York, NY",New York,
,"Dallas, TX",Texas,
,"Oklahoma City, OK",Oklahoma,
,"Glen Thrills, PA ",Pennsylvania,
,"Auburn, ME",Maine,
,"Austin, TX",Texas,
,"Spencer, NC",North Carolina,
,"Houston, TX",Texas,
,"Starkville, MS",Mississippi,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Apsaalooke Country, Montana",Montana,
,"Trenton, NJ",New jersey,
,"Granada Hills, California",California,
,"Somewhere in, Texas ",Texas,
,"Dallas, TX",Texas,
,"Canton, TX",Texas,
,"Tyler, TX",Texas,
,"Reading, PA",Pennsylvania,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, Texas",Texas,
,"Tucson, AZ",Arizona,
,Texas,Texas,
,"Los Angeles, CA",California,
,"Dallas, TX",Texas,
,"Fort Worth, TX",Texas,
,"Austin, TX",Texas,
,"Midland, TX",Texas,
,"Highland Park, TX",Texas,
,"San Jose, CA",California,
,"Dallas, Texas",Texas,
,"Rockford, IL",Illinois,
,Texas,Texas,
,"Ames, Iowa",Iowa,
,"Dallas, TX",Texas,
,"Dallas, Texas",Texas,
,"Plano, TX / Stillwater, OK",Oklahoma,
,"Plano, TX",Texas,
,"Gotham City Fort Worth, Texas ",Texas,
,Kentucky,Kentucky,
,"Dallas, TX",Texas,
,"Portland, OR",Oregon,
,Texas,Texas,
,"Blythewood, SC",South carolina,
,"Dallas, Texas ",Texas,
,Florida,Florida,
,Texas,Texas,
,"DDD, TX",Texas,
,"Tulsa, OK",Oklahoma,
,Maryland,Maryland,
,"Portland, OR",Oregon,
,"Garland, Texas",Texas,
,"Athens, TX",Texas,
,"Dallas, TX",Texas,
,"Fort Worth, TX",Texas,
,"Chicago, IL",Illinois,
,"North Royalton, OH",Ohio,
,"Dreamville, TX",Texas,
,"Dallas, TX",Texas,
,"Jackson, OH",Ohio,
,"Fort Worth, Texas",Texas,
,"Pallet Town, Texas",Texas,
,"Roanoke Rapids, NC",North Carolina,
,Texas,Texas,
,"Dallas, TX",Texas,
,"Plano, TX",Texas,
,"Pullman, WA",Washington,
,"Dallas, TX",Texas,
,"Minden, LA",Louisiana,
,"Dallas, TX",Texas,
,"Hawthorne,CA",California,
,"Dallas, TX",Texas,
,"Austin, Texas",Texas,
,"Dallas, Texas",Texas,
,"Dallas, Texas",Texas,
,"Charlotte, NC",North Carolina,
,"509, WA",Washington,
,"Wichita, KS",Kansas,
,"Boston, MA",Massachusetts,
,"Cleveland, OH",Ohio,
,"Dallas, TX",Texas,
,Texas,Texas,
,"Bennington, NE",Nebraska,
,"Aledo, TX",Texas,
,"Dallas, TX",Texas,
,"Minneapolis, MN /// Tampa, FL",Florida,
,"Hobbs, NM",New mexico,
,"Dallas,TX",Texas,
,"Stillwater, OK",Oklahoma,
,"Berea, Kentucky",Kentucky,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Desoto, TX",Texas,
,"Italy,TX/Dallas,TX",Texas,
,"Brooklyn, NY",New York,
,"Tulsa, OK",Oklahoma,
,"Gruver, TX",Texas,
,"Denton, TX",Texas,
,"Allen, TX",Texas,
,"Grapevine, TX",Texas,
,"Rockwall, TX",Texas,
,Texas,Texas,
,"Dallas, TX",Texas,
,"New York, NY",New York,
,"Dallas, TX",Texas,
,"Fort Worth, TX",Texas,
,TX,Texas,
,"Fate, TX",Texas,
,"Dallas, TX",Texas,
,"Boston, MA",Massachusetts,
,"Midland, Texas",Texas,
,"Chicago, IL",Illinois,
,"Dallas, TX",Texas,
,"Phelan, California",California,
,"Dallas, TX",Texas,
,"Dallas,Texas",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas,Texas",Texas,
,"Fayetteville, NC",North Carolina,
,"Grand Prairie, TX",Texas,
,"Arlington, TX",Texas,
,NC,North Carolina,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Chicago, IL",Illinois,
,"Fort Worth, TX",Texas,
,"Lewisville, TX",Texas,
,"Benbrook, TX",Texas,
,Texas,Texas,
,"Dallas, Texas",Texas,
,"Provo, UT & Dallas, TX",Texas,
,"Chicago, IL",Illinois,
,Texas,Texas,
,"Folsom, CA",California,
,"Knoxville, TN",Tennessee,
,"Louisville, KY",Kentucky,
,"Odessa, TX",Texas,
,"North Richland Hills, TX",Texas,
,"Collinsville,Texas",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"McAlester, OK",Oklahoma,
,Texas,Texas,
,"Dallas, TX",Texas,
,"New York, NY",New York,
,"Dallas, TX",Texas,
,"Burleson, Texas",Texas,
,"Lubbock, TX",Texas,
,"Indianapolis,IN",Indiana,
,"Middletown,CT",Connecticut,
,"Dallas, Texas",Texas,
,"Dallas, TX",Texas,
,"Arlington, TX",Texas,
,"Oklahoma City, OK",Oklahoma,
,"Beacon Falls, CT",Connecticut,
,"Chicago, IL",Illinois,
,Texas,Texas,
,"Chicago, IL",Illinois,
,"Dallas, TX",Texas,
,Texas,Texas,
,"Dallas, TX",Texas,
,"Atlanta, GA",Georgia,
,"Austin, TX",Texas,
,"Dallas, TX",Texas,
,"Varnville, SC",South carolina,
,"Indianapolis, Indiana",Indiana,
,"Kingston, Jamaica/Dallas, TX",Texas,
,"Dallas ,TX / Chicago , IL",Illinois,
,"Dallas,Texas",Texas,
,"Winston-Salem, NC",North Carolina,
,"Wilson, NC",North Carolina,
,"Cambridge, MA",Massachusetts,
,"Elk Grove, CA",California,
,Texas,Texas,
,"Dallas, TX",Texas,
,"SF, DFW, NY",New York,
,Texas,Texas,
,TX,Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Bedford, TX",Texas,
,"Fort Worth, TX",Texas,
,"Salina, KS",Kansas,
,"Garland, TX",Texas,
,"Dallas, Texas",Texas,
,NJ,New jersey,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Arlington, TX",Texas,
,"Port Arthur, TX",Texas,
,"Denton, TX",Texas,
,"Arlington, TX",Texas,
,"Huntington, WV",West Virginia,
,"Detroit,TX",Texas,
,"Seward, NE",Nebraska,
,"Houston, TX",Texas,
,"Milwaukee, WI",Wisconsin,
,"Arlington, Texas",Texas,
,"Dallas, TX",Texas,
,"Fayetteville, NC",North Carolina,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Sugar Land, TX ",Texas,
,"Euless, TX",Texas,
,"Dallas, Texas",Texas,
,"Red Shirt, SD - Oelrichs, SD",South dakota,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Radford, VA",Virginia,
,"Tulsa, OK",Oklahoma,
,"New York City, NY",New York,
,Texas,Texas,
,Texas,Texas,
,"Dallas, TX",Texas,
,"DFW, Texas ",Texas,
,"McKinney, TX",Texas,
,Texas,Texas,
,"Dallas/Houston, TX",Texas,
,"Dallas, TX",Texas,
,"DDD,TX ",Texas,
,"Houston, Texas ",Texas,
,"Dallas, TX",Texas,
,"Mansfield, TX",Texas,
,NJ,New jersey,
,"Springdale, AR",Arkansas,
,"Flower Mound, TX",Texas,
,"Shrewsbury, MA",Massachusetts,
,"Dallas, TX",Texas,
,"El Paso, TX",Texas,
,"Dallas, TX",Texas,
,"Irving,TX",Texas,
,"Johns Creek, GA",Georgia,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX and Arlington, TX ",Texas,
,"Desoto, TX",Texas,
,"Manhattan, NY",New York,
,"Phoenix, AZ",Arizona,
,"Alamogordo, NM",New mexico,
,"Dallas, TX",Texas,
,"Bozeman, MT",Montana,
,"Wichita, KS",Kansas,
,"Merced, CA",California,
,"DENTON, TX",Texas,
,"Chicago, Illinois ",Illinois,
,"Tulsa, OK",Oklahoma,
,"Mansfield, TX",Texas,
,"Atlanta, GA",Georgia,
,"Austin, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, Texas",Texas,
,"Flower Mound // Belton, TX ",Texas,
,"Frisco, TX",Texas,
,Texas,Texas,
,"Fort Worth, Texas",Texas,
," Product of Charlottesville, VA",Virginia,
,"Dallas, Texas",Texas,
,"Arlington,TX",Texas,
,"Dallas, TX",Texas,
,Texas,Texas,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas,Texas",Texas,
,"Arlington, Texas ",Texas,
,"Anaheim, CA",California,
,Florida,Florida,
,"Dallas, TX",Texas,
,"Odessa, TX via El Paso, TX",Texas,
,"Houston, TX",Texas,
,"Dallas, TX",Texas,
,"Tallahassee, FL",Florida,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"College Station, TX",Texas,
,"Chicago, IL",Illinois,
,"Parker, CO",Colorado,
,"Grapevine, Texas",Texas,
,"Irving, TX",Texas,
,"Capitola, CA",California,
,"Louisville, KY",Kentucky,
,"Grand Prairie, TX",Texas,
,"Fayetteville, NC",North Carolina,
,"Tulsa, OK",Oklahoma,
,"Tulsa, OK",Oklahoma,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Charlotte, NC",North Carolina,
,Texas,Texas,
,"Raleigh, NC",North Carolina,
,Texas,Texas,
,"Aledo, TX",Texas,
,"Plano, TX",Texas,
,Texas,Texas,
,"Sherman, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, Texas",Texas,
,"McKinney, TX",Texas,
,"Dallas, Texas",Texas,
,"Dallas, TX",Texas,
,"#NawfMeUp Dallas, TX",Texas,
,"Comanche, TX",Texas,
,"North Richland Hills, TX",Texas,
,"Rochester, NY",New York,
,"Memphis, TN",Tennessee,
,"Elk Grove, CA",California,
,Texas,Texas,
,Texas,Texas,
,MD,Maryland,
,"Dallas, TX",Texas,
,"O. C., TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Magnolia, TX",Texas,
,"Dallas, TX",Texas,
,"Wright City/Stillwater, OK",Oklahoma,
,"Ft Worth , TX",Texas,
,Texas,Texas,
,"Yogimania, Texas",Texas,
,"Dallas, TX",Texas,
,"Allen--Denton--Austin, TX",Texas,
,"Dallas, TX",Texas,
,"Garland, Texas",Texas,
,Texas,Texas,
,"Dallas, Texas",Texas,
,Texas,Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Austin, TX",Texas,
,"Port Orange, FL",Florida,
,"Vacaville, CA",California,
,"Tyler, TX",Texas,
,"Field, Texas ",Texas,
,"Dallas, TX",Texas,
,"Springtown, TX",Texas,
,"Harrisburg,PA",Pennsylvania,
,"Fort Worth, TX",Texas,
,Maryland,Maryland,
,Texas,Texas,
,"Grand Prairie, TX",Texas,
,"Fort Lee, VA",Virginia,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"McKinney, TX",Texas,
,"Dallas, TX",Texas,
,"Durham, NC",North Carolina,
,Indiana ,Indiana,
,"Hurst, TX",Texas,
,"Irving, TX",Texas,
,"Austin, TX",Texas,
,"DFW, TX",Texas,
,"Fort Worth, TX",Texas,
,OK,Oklahoma,
,"Dallas, TX",Texas,
,"Plano, TX",Texas,
,TX,Texas,
,"Euless, TX",Texas,
,"College Station, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Richmond, CA",California,
,"Austin, TX",Texas,
,"McKinney, TX",Texas,
,"Mansfield, TX",Texas,
,"El Paso, TX",Texas,
,"Denton, TX",Texas,
,"Arlington, TX",Texas,
,"Bentonville, AR",Arkansas,
,California ,California,
,"Dallas, Texas",Texas,
,"Carrollton, TX",Texas,
,"Dallas, TX",Texas,
,"Huntsvegas, TX",Texas,
,"Dallas, Texas",Texas,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Ft Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Buffalo, NY",New York,
,"Frisco, TX",Texas,
,"Fort Worth, TX",Texas,
,"Plano, TX",Texas,
,"Plano, TX ",Texas,
,"Dallas, TX",Texas,
,"Flower Mound, TX",Texas,
,Texas,Texas,
,"Dallas, TX",Texas,
,"Fort Worth, TX",Texas,
,"Lewisville, TX",Texas,
,"Dallas, Texas",Texas,
,"New York, NY",New York,
,"Grand Prairie, TX",Texas,
,"Bronx, NY",New York,
,"Dallas, TX",Texas,
,"Memphis, TN",Tennessee,
,"Los Angeles, CA",California,
,"San Antonio, TX",Texas,
,"Dallas, TX",Texas,
,"Santa Monica, CA",California,
,"Shreveport, LA",Louisiana,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Ames, IA",Iowa,
,"Dallas, TX",Texas,
,"Carrollton, Texas",Texas,
,"Cincinnati, OH",Ohio,
,"Cultville, Texas",Texas,
,"Battle Creek, MI ' Denver, CO",Colorado,
,"Dallas, TX",Texas,
,"Prosper, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Aledo, TX",Texas,
,"Corpus Christi, TX",Texas,
,"San Marcos, TX",Texas,
,"Dallas (Plano), Texas",Texas,
,"Dallas, TX",Texas,
,"Denver, Colorado",Colorado,
,"Mason City, IA",Iowa,
,"Dallas, TX",Texas,
,"Keller, TX",Texas,
,"Arlington, Texas",Texas,
,"Nederland,TX",Texas,
,"Fort Worth, TX",Texas,
,"Abilene, TX",Texas,
,"Frisco, TX",Texas,
,"Amherst, MA",Massachusetts,
,"Funky Town, TX",Texas,
,"Dallas, TX",Texas,
,"Van Alstyne, TX",Texas,
,"Cleburne, TX",Texas,
,"Denton, TX",Texas,
,"San Antonio, TX",Texas,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Brooklyn, NY",New York,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Westchester, IL",Illinois,
,"Dallas, Texas",Texas,
,"Los Angeles, CA",California,
,Texas,Texas,
,"Dallas, TX",Texas,
,"Houston, TX",Texas,
,"Garland, TX",Texas,
,"Coppell, TX",Texas,
,"Austin, TX",Texas,
,"Dallas, TX",Texas,
,"Granbury, TX",Texas,
,"Nacogdoches, TX",Texas,
,"Knoxville, Tennessee",Tennessee,
,Texas,Texas,
,"Dallas, TX",Texas,
,"Greenville, SC",South carolina,
,"Heath, TX",Texas,
,Austin,Austin,
,"MB -- Cola, SC",South carolina,
,"Dallas, TX",Texas,
,"Tallahassee, FL",Florida,
,"San Marcos, TX",Texas,
,RI,Rhode island,
,"Lancaster, TX",Texas,
,"Longview, Texas",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"New York, NY",New York,
,"Dallas, Texas",Texas,
,Texas,Texas,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Houston, TX",Texas,
