V1,V2,Dennis Cliff Smith,
,"Colorado Springs, CO",Colorado,
,"Marion, AR",Arkansas,
,"Laredo, TX",Texas,
,"Scottsdale, AZ",Arizona,
,"Bronx, New York",New York,
,"Dallas, TX",Texas,
,"North Richland Hills, TX",Texas,
,"Las Vegas, NV",Nevada,
,"Dallas, TX",Texas,
,"Dayton, OH",Ohio,
,Manila,Arkansas,
,"Davidson, NC",North†Carolina,
,"Stephenville, TX",Texas,
,"Milwaukee, WI",Wisconsin,
,Chino Hills ,California,
,"Dublin City, Ireland",West Virginia,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Milwaukee, WI",Wisconsin,
,"Dallas, TX",Texas,
,"Springfield, MA",Massachusetts,
,"Dallas,TX /Orange Mound,TN",Tennessee,
,"Raleigh, NC",North†Carolina,
,"San Diego, CA",California,
,VA,Virginia,
,"Troy, AL",Alabama,
,"Dallas, TX",Texas,
,"Clinton, NC to Greensboro, NC ",North†Carolina,
,"Raleigh, NC",North†Carolina,
,"Dallas, TX",Texas,
,"Fayetteville, NC",North†Carolina,
,"Denver, CO",Colorado,
,"Denton, TX",Texas,
,"Chicago, IL",Illinois,
,"Frisco, TX",Texas,
,"Middletown, DE",Delaware,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Mesquite, TX",Texas,
,Burleson,Texas,
,"Athens, GA",Georgia,
,"Dallas, TX",Texas,
,"Hallandale Beach, FL",Florida,
,"Dallas, TX",Texas,
,"Fayetteville, AR",Arkansas,
,"DDD,TX",Texas,
,"Damascus, MD",Maryland,
,Dallas,Pennsylvania,
,"Hopkins, MN",Minnesota,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"San Antonio, TX",Texas,
,"Allen, TX",Texas,
,Dallas,Pennsylvania,
,"Fayetteville, NC",North†Carolina,
,"Fayetteville, NC",North†Carolina,
,Marcy,New York,
,"Manhattan, NY",New†York,
,"Dallas, TX",Texas,
,"Millis, MA",Massachusetts,
,"Dallas, TX",Texas,
,"Grand Prairie, TX",Texas,
,Dallas,Pennsylvania,
,"Denton, TX",Texas,
,"Santa Rosa, CA",California,
,"Smyrna, TN",Tennessee,
,"Raleigh, NC",North†Carolina,
,"Dallas, TX",Texas,
,New York,New York,
,"Greensboro, AL",Alabama,
,"Lindale, TX",Texas,
,"Dallas, TX",Texas,
,"Carrollton, TX",Texas,
,"Greensboro, NC",North†Carolina,
,"Northern Cambria, PA",Pennsylvania,
,"Orlando, Florida",Puerto Rico,
,"Dallas, TX",Texas,
,Fort Worth,Texas,
,"Brooklyn, NY",New†York,
,"Simi Valley, CA",California,
,Fayetteville,New York,
,"Cleveland, OH",Ohio,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"College Station, TX",Texas,
,"Houston, TX",Texas,
,Dallas,Pennsylvania,
,"Richardson, TX",Texas,
,Chicago,Illinois,
,"Jacksonville, NC",North†Carolina,
,"Dallas, TX ",Texas,
,"Green Bay, WI",Wisconsin,
,"Dallas, TX",Texas,
,"Lancaster, CA",California,
,"New York, NY",New†York,
,Dallas,Pennsylvania,
,"Chicago Ridge, IL",Illinois,
,"Sanford, NC",North†Carolina,
,Mars,Pennsylvania,
,"Reston, VA",Virginia,
,"Uptown, Indiana",Pennsylvania,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Broken Arrow, OK",Oklahoma,
,"Brooklyn, NY",New†York,
,Dallas,Pennsylvania,
,"Beaumont, TX",Texas,
,"Georgia, Powder Springs",Georgia,
,"Dallas, TX",Texas,
,"Denver, CO",Colorado,
,"Fayetteville, NC",North†Carolina,
,"Greenville, SC",South carolina,
,"Brooklyn, NY",New†York,
,"Gloversville, NY",New†York,
,"Haymarket, VA",Virginia,
,Grand Prairie,Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Lakeland, FL",Florida,
,"Newtown, PA",Pennsylvania,
,"Dallas, TX",Texas,
,"Arlington, TX",Texas,
,"Mt Pleasant, TX",Texas,
,"Boone, NC",North†Carolina,
,"Tyler, TX - Searcy,AR",Arkansas,
,Dallas ,Pennsylvania,
,"Charlotte, NC",North†Carolina,
,Dallas,Pennsylvania,
,"Toronto, Ontario",New York,
,DFW,Texas,
,"Nashville, TN",Tennessee,
,"Fort Worth, TX ' Houston, TX",Texas,
,"Monaca, PA",Pennsylvania,
,"Columbus, OH",Ohio,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,Boston ,Massachusetts,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,DFW,Texas,
,"New Orleans, LA",California,
,"Montgomery,  TX",Texas,
,"Oskaloosa, IA",Iowa,
,"Dallas, TX",Texas,
,"Allen, TX",Texas,
,"San Rafael, CA",California,
,"Orlando, FL",Florida,
,"Arlington, TX",Texas,
,"Chino, CA",California,
,Yonkers,New York,
,"The Colony, TX",Texas,
,"Ft. Worth, TX ¬® Edmond, OK",Oklahoma,
,"Dallas, TX",Texas,
,"Tampa, FL",Florida,
,"Arlington, TX",Texas,
,"Dallas, TX",Texas,
,"Fulton, MO",Missouri,
,"Fort Worth, TX",Texas,
,"Fort Worth, TX",Texas,
,"Lincoln, RI",Rhode island,
,"Fort Worth, TX",Texas,
,"  LaGrange, GA",Georgia,
,"Waco, TX",Texas,
,"Austin, TX",Texas,
,"Murfreesboro, TN",Tennessee,
,"Flower Mound, TX",Texas,
,"Dallas, TX",Texas,
,Dallas,Pennsylvania,
,"Fort Worth, TX",Texas,
,"Indianapolis, IN",Indiana,
,"Fayetteville, NC",North†Carolina,
,"D.P.H SACRAMENTO,CA",California,
,"Pittsburg, KS",Kansas,
,"Long Beach, CA",California,
,"Dallas, TX",Texas,
,Dallas,Pennsylvania,
,TX,Texas,
,Dallas,Pennsylvania,
,"Grapevine, TX",Texas,
,"Bossier City, LA",California,
,"New York, NY",New†York,
,"St Louis, MO",Missouri,
,"Chicago, IL",Illinois,
,"Bedford, TX",Texas,
,"Dallas, TX",Texas,
,"Duncanville, TX",Texas,
,"College Station, TX",Texas,
,Maryland,New York,
,"Dallas, TX",Texas,
,Paradise,Pennsylvania,
,"Dallas, TX",Texas,
,"San Diego, CA",California,
,"Chicago, IL",Illinois,
,"San Marcos, TX",Texas,
,"Oakland, CA",California,
,"Dallas, TX | Plano, TX",Texas,
,"Aurora,IL",Illinois,
,Dallas,Pennsylvania,
,"Katy, TX",Texas,
,TX,Texas,
,"Chico, CA",California,
,"Dallas, TX",Texas,
,"Rockwall, TX",Texas,
,"Hope Mills, NC",North†Carolina,
,"Little Rock, AR",Arkansas,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Waco, TX",Texas,
,"Plano, TX",Texas,
,"Athens, GA",Georgia,
,"Colorado Springs, CO",Colorado,
,"Indianapolis, IN",Indiana,
,Hamburg,New Jersey,
,"Charlotte, NC ",North†Carolina,
,"Longview, TX",Texas,
,"Dallas, TX",Texas,
,"Wilmington, NC",North†Carolina,
,"Durham, NC",North†Carolina,
,"Miami Beach, FL",Florida,
,"Los Angeles, CA",California,
,"Rockwall, TX",Texas,
,"Fort Worth, TX",Texas,
,"DFW, TX - Louisville, KY",Kentucky,
,"Dallas, TX",Texas,
,Los Angeles ,California,
,"Dallas, TX",Texas,
,"Salt Lake City, UT",Texas,
,"McKinney, TX // Kilgore, TX",Texas,
,"Onion Creek, TX",Texas,
,Saint Louis,Michigan,
,"Shawnee, OK",Oklahoma,
,"Dallas, TX",Texas,
,"San Diego, CA",California,
,"Oldcastle, Meath, Ireland",West Virginia,
,"Fort Worth, TX",Texas,
,"Plano, TX",Texas,
,"Dallas, TX",Texas,
,"Cleburne, TX",Texas,
,"Dallas, TX",Texas,
,NC,North†Carolina,
,"Plano, TX",Texas,
,"Monterey, CA to Boston, MA",Massachusetts,
,"Fort Hood, TX",Texas,
,SC,South carolina,
,"Dallas, TX",Texas,
,"Denver, CO",Colorado,
,"Aubrey, TX / Stillwater, OK",Oklahoma,
,"Oak Cliff, TX",Texas,
,"Philadelphia, PA",Pennsylvania,
,"Corsicana, TX",Texas,
,"Mansfield, TX",Texas,
,Dallas,Pennsylvania,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"GREEDY GROVE, TX",Texas,
,"Chicago, IL",Illinois,
,"Dallas, TX",Texas,
,"Lowend, Chicago ",Illinois,
,TX,Texas,
,"GP, TX",Texas,
,"Fayetteville, NC",North†Carolina,
,"Watauga, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Decatur, GA",Georgia,
,"Euless, TX",Texas,
,"Dallas, TX",Texas,
,"Frisco, TX",Texas,
,"Richardson, TX",Texas,
,"Mesquite, TX",Texas,
,"Dallas, TX",Texas,
,"Las Colinas, TX ",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas,TX",Texas,
,Las Vegas,New Mexico,
,"Wylie, TX",Texas,
,"McKinney, TX",Texas,
,"Holly Springs, NC",North†Carolina,
,"Bonham, TX",Texas,
,"Batavia, IL",Illinois,
,"Atlanta, GA",Georgia,
,"Dallas, TX",Texas,
,"North Richland Hills, TX",Texas,
,"Austin, TX",Texas,
,"West Seneca, NY",New†York,
,"Mesquite, TX",Texas,
,"Temple, TX",Texas,
,"Fayetteville, NC",North†Carolina,
,"Keller, TX",Texas,
,Little Elm,Texas,
,"Shreveport, Louisiana",Missouri,
,"Fort Worth, TX",Texas,
,"Fayetteville, NC",North†Carolina,
,"Little Elm, TX",Texas,
,"Dallas, TX",Texas,
,Fort Worth,Texas,
,Dallas,Pennsylvania,
,"Raleigh, NC",North†Carolina,
,"Staten Island, NY",New†York,
,"Allen, TX",Texas,
,"Dallas, TX/ Fayetteville, AR",Arkansas,
,Brazil,Indiana,
,"Little Elm, TX to Tahlequah,OK",Oklahoma,
,Wichita Falls,Texas,
,DFW,Texas,
,"Fort Worth, TX",Texas,
,"Fort Worth, TX",Texas,
,"Chapel Hill, NC",North†Carolina,
,"Milwaukee, WI",Wisconsin,
,"Dallas, TX",Texas,
,"Shreveport, LA",California,
,Athens,Maine,
,TX,Texas,
,"Kent, WA",Washington,
,"Cleveland Heights, OH",Ohio,
,"Dallas, TX",Texas,
,"Nashville, TN",Tennessee,
,"Denver, CO",Colorado,
,"Cedar Hill, TX",Texas,
,"Augusta, GA",Georgia,
,"Bellevue, NE",Nebraska,
,"Dallas, TX",Texas,
,"Winchester, Tennessee ",Illinois,
,"Marshall, TX",Texas,
,Fort Worth,Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Royse City, TX",Texas,
,"Dallas, TX",Texas,
,"Chesapeake, VA",Virginia,
,"New York, NY",New†York,
,"Longview, TX",Texas,
,"Myrtle Beach, SC",South carolina,
,"Sacramento, CA",California,
,"High Point, NC",North†Carolina,
,"Dallas, TX",Texas,
,"Batavia, IL",Illinois,
,"Rensselaer, NY",New†York,
,"Dreamville, NC",North†Carolina,
,"New York, NY",New†York,
,"Hawthorne, CA",California,
,"Spring, TX",Texas,
,"Uptown-Knox-Henderson, Dallas",Pennsylvania,
,"McComb, MS",Mississippi,
,"Plano, TX",Texas,
,"Dallas, TX",Texas,
,"Waco, TX",Texas,
,"WHOAde ToWN, TX",Texas,
,Dallas,Pennsylvania,
,"Arlington, TX",Texas,
,"Fuquay-Varina, NC",North†Carolina,
,"Bolton, England",Arkansas,
,"The Hills, TX",Texas,
,"Laredo, TX",Texas,
,"Ocala, FL",Florida,
,"McKinney, TX",Texas,
,"Columbus, OH",Ohio,
,Dallas,Pennsylvania,
,"Cincinnati, OH È° Akron, OH",Ohio,
,"Dallas, TX",Texas,
,"Los Angeles, CA",California,
,"Kennedale, TX",Texas,
,"Dallas, TX",Texas,
,"Fayetteville, NC",North†Carolina,
,"Calexico, CA",California,
,"Plano, TX",Texas,
,"Nashville, Dallas",Pennsylvania,
,"Norwood, PA",Pennsylvania,
,"Kaufman, TX",Texas,
,"Greenville, NC",North†Carolina,
,"Irving, TX",Texas,
,"Dallas, TX",Texas,
,"Richmond, VA",Virginia,
,"Dallas, TX",Texas,
,"Dallas,TX",Texas,
,Denton,Maryland,
,"5th Ward, TX",Texas,
,"Philadelphia, PA",Pennsylvania,
,"Fort Worth, TX",Texas,
,Dallas,Pennsylvania,
,"Lewisville, TX",Texas,
,"Tempe, AZ",Arizona,
,"Tucson, AZ",Arizona,
,"Little Elm, TX",Texas,
,"Broken Bow, OK",Oklahoma,
,"Gulf Shores, AL",Alabama,
,"Plano, TX",Texas,
,"Corinth, TX",Texas,
,"Plano, TX",Texas,
,"Frisco, TX",Texas,
,Denton,Maryland,
,"Tolleson, AZ",Arizona,
,"Los Angeles, CA",California,
,"Cleveland,Ohio",Illinois,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Cisco, TX",Texas,
,"Dallas, TX",Texas,
,"Justin, TX",Texas,
,"Arlington, TX",Texas,
,NC ,North†Carolina,
,"Norwalk, CA",California,
,"Mansfield, TX",Texas,
,DFW,Texas,
,"Garden Ridge, TX",Texas,
,"Dallas, TX",Texas,
,Dallas,Pennsylvania,
,"Lethbridge, Alberta, Canada",Kentucky,
,"San Antonio, TX",Texas,
,"Dallas, TX",Texas,
,"Southlake, TX",Texas,
,"Peoria, IL",Illinois,
,"Fayetteville, NC",North†Carolina,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,New York,New York,
,"Chino Hills, CA",California,
,"Tracy, CA",California,
,"Zion, IL",Illinois,
,"Compton, CA",California,
,Dallas,Pennsylvania,
,"Dallas, TX",Texas,
,"Houston, TX",Texas,
,Jamaica,Vermont,
,"Dallas/Fort Worth, TX",Texas,
,"Holton, KS",Kansas,
,Dallas,Pennsylvania,
,"College Station/ Azle, TX",Texas,
,"Matthews, NC",North†Carolina,
,Urbana,Ohio,
,Michigan,North Dakota,
,"Seattle,WA'¢¡ustin, TX",Texas,
,"Jacksonville, FL",Florida,
,"Rome, Italy",Texas,
,"Raleigh, NC",North†Carolina,
,Dallas,Pennsylvania,
,"McKinney, TX",Texas,
,"Stillwater, OK",Oklahoma,
,"St Louis, MO",Missouri,
,"Cypress, CA",California,
,"Bowie, TX",Texas,
,"Simpsonville, SC",South carolina,
,NY,New†York,
,Frisco,North Carolina,
,"San Marcos, TX",Texas,
,"Eagle Pass, TX",Texas,
,"Ithaca, NY",New†York,
,"Elida, OH",Ohio,
,"Mesquite/Denton, TX",Texas,
,"Texarkana, AR",Arkansas,
,"Mesquite, TX",Texas,
,"New York, NY",New†York,
,"Fort Worth, TX",Texas,
,"Westover Hills, TX",Texas,
,"Raeford, NC",North†Carolina,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"Fayetteville, NC",North†Carolina,
,"Carbondale, IL",Illinois,
,"Toronto, Ontario",New York,
,"Detroit, MI",Michigan,
,"Dallas, TX",Texas,
,"Dreamville, NC",North†Carolina,
,"Lawton, OK",Oklahoma,
,"Houston, TX",Texas,
,"Dallas, TX",Texas,
,"San Antonio, TX",Texas,
,"Irving, TX",Texas,
,"San Marcos, TX",Texas,
,"Muncie, IN",Indiana,
,"Dallas, TX",Texas,
,"McKinney, TX",Texas,
,"Arlington, TX",Texas,
," Toledo, OH",Ohio,
,"DFW'¢¡ustin, TX",Texas,
,Los Angeles ,California,
,"San Marcos, TX",Texas,
,"Los Angeles, CA",California,
,"Denton, TX",Texas,
,"Cleveland, OH",Ohio,
,Dallas ,Pennsylvania,
,"Dallas, TX",Texas,
,"Highland Park, TX",Texas,
,"Tyler, TX",Texas,
,"Dallas, TX",Texas,
,"Henderson, KY",Kentucky,
,"Dallas, TX",Texas,
,"University Park, TX",Texas,
,"Chicago, IL",Illinois,
,"Waco, TX",Texas,
,"Santa Maria, CA",California,
,"Morgantown, WV",West Virginia,
,Chicago,Illinois,
,"Fort Worth, TX",Texas,
,"Red Oak, TX",Texas,
,"Fort Worth, TX",Texas,
,"Orlando, FL",Florida,
,"Dallas, TX",Texas,
,Chicago ,Illinois,
,"Raleigh, NC",North†Carolina,
,Dallas,Pennsylvania,
,"Dallas, TX",Texas,
,Dallas,Pennsylvania,
,"Louisville, KY",Kentucky,
,"Atlanta, GA",Georgia,
,"Queens,NY ' Fort Worth,TX",Texas,
,"Racine, WI",Wisconsin,
,NY,New†York,
,"State College, PA",Pennsylvania,
,"Sharon, PA",Pennsylvania,
,Dallas ,Pennsylvania,
,"Splashtown, TX ",Texas,
,Paterson ,New Jersey,
,"Burnet, TX",Texas,
,"Austin, TX",Texas,
,Dallas,Pennsylvania,
,"Manchester, NH,  Rochester, NY",New†York,
,"Troy, NY",New†York,
,"Shiner, TX",Texas,
,"thebay,CA",California,
,"Oak Cliff, TX",Texas,
,"Oklahoma City, OK",Oklahoma,
,Lyon,Mississippi,
,"Upper East Side, Manhattan",Montana,
,Athens ,Maine,
,"Miami,Florida",Puerto Rico,
,"Henderson, NC",North†Carolina,
,"Dallas, TX",Texas,
,"Midland, TX",Texas,
,"Dallas, TX",Texas,
,"Toronto, Ontario",New York,
,"Philadelphia, PA",Pennsylvania,
,"Bronx, NY",New†York,
,"Dallas, TX",Texas,
,"Massena, NY",New†York,
,Sheffield,Massachusetts,
,"Fort Worth, TX",Texas,
,"Tifton, GA/ Valdosta, GA",Georgia,
,"Irving, TX",Texas,
,"Mississauga , Ontario",New York,
,"Fleming Island, FL",Florida,
,"Fort Worth, TX",Texas,
,"Fort Worth, TX",Texas,
,"Granbury, TX",Texas,
,"Dallas, TX",Texas,
,"Wylie, TX",Texas,
,"New York, NY",New†York,
,"Wilmington, NC",North†Carolina,
,"Frisco, TX",Texas,
,"Dallas, TX",Texas,
,"Lindsborg, KS",Kansas,
,"Springfield, MA",Massachusetts,
,"Concord, NC",North†Carolina,
,"Dallas, TX",Texas,
,"Kansas City, MO",Missouri,
,"Coppell, TX",Texas,
,"The Colony, TX ",Texas,
,"North Tonawanda, NY",New†York,
,"Seattle, WA",Washington,
,"Grapevine, TX",Texas,
,"Monahans, TX",Texas,
,"Dallas, TX",Texas,
,SM,Kansas,
,"Dallas, TX",Texas,
,"Portland, IN",Indiana,
,"Buffalo, NY",New†York,
,England,Arkansas,
,"Dallas, TX",Texas,
,"Cedar Grove, WI",Wisconsin,
,"Omaha, NE",Nebraska,
,"Ennis, TX",Texas,
,"Dallas, TX",Texas,
,"Campania, Italy",Texas,
,"Joshua, TX",Texas,
,"Northampton, PA",Pennsylvania,
,"The Woodlands, TX",Texas,
,Dallas,Pennsylvania,
,"Lancaster, CA",California,
,"North Atlanta, GA",Georgia,
,"Mooresville, NC",North†Carolina,
,"Raleigh, NC",North†Carolina,
,"Houston, TX",Texas,
,"Fort Bragg, NC",North†Carolina,
,Madrid,New York,
,"Philadelphia, PA",Pennsylvania,
,"Chillicothe, OH",Ohio,
,"Chapel Hill, NC",North†Carolina,
,"Denton, TX",Texas,
,"Sanford, FL",Florida,
,"Jacksonville, NC",North†Carolina,
,"Brownsburg, IN",Indiana,
,"Dallas, TX",Texas,
,"Arlington, TX",Texas,
,"Seattle, WA",Washington,
,"Mebane, NC",North†Carolina,
,"Shelby, NC",North†Carolina,
,"Dallas, TX",Texas,
,"Aggtown, TX ",Texas,
,Seattle ,Washington,
,"Arlington, TX",Texas,
,"Mobile, AL",Alabama,
,"Austin, TX",Texas,
,"Greensboro, NC",North†Carolina,
,Chesapeake,Virginia,
,"Fort Worth, TX",Texas,
,"Kingston, TX",Texas,
,"Madison, WI",Wisconsin,
,"Raleigh, NC",North†Carolina,
,"Weatherford, TX",Texas,
,"Dallas, TX",Texas,
,"Clayton, NC",North†Carolina,
,"Fort Worth, TX",Texas,
,"New York, New York",New York,
,"Dallas, TX ",Texas,
,"Dallas, TX",Texas,
,"Greensboro, NC",North†Carolina,
,"Jenks, OK",Oklahoma,
,Houston,Pennsylvania,
,"Dallas, TX",Texas,
,"Wichita Falls, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Corpus Christi, TX",Texas,
,Williamsburg,Massachusetts,
,"Brooklyn, NY",New†York,
,"Fayetteville, NC",North†Carolina,
,Memphis,New York,
,Nederland,Texas,
,"Nederland, TX",Texas,
,"Dallas, TX",Texas,
,"Wylie, TX",Texas,
,"Amarillo, TX",Texas,
,"Dallas, TX",Texas,
,"Plano, TX",Texas,
,"Dallas, TX",Texas,
,"Scranton, PA",Pennsylvania,
,"Cecilia, LA",California,
,"Boston, MA",Massachusetts,
,"Savannah, GA",Georgia,
,"Lubbock, TX",Texas,
,NC,North†Carolina,
,Denmark,Maine,
,"Dallas, TX",Texas,
,Cleveland ,New York,
,"Fort Worth, TX",Texas,
,"New Braunfels, TX",Texas,
,"Plano, TX",Texas,
,"Riverside, CA",California,
,"Arlington, TX",Texas,
,"Coppell, TX",Texas,
,"Fort Worth, TX",Texas,
,Las Vegas,New Mexico,
,New York,New York,
,"Irving, TX",Texas,
,"Dallas, TX",Texas,
,Fort Worth,Texas,
,"San Benito, TX",Texas,
,Dallas,Pennsylvania,
,"Dallas, TX",Texas,
,"Rensselaer, IN",Indiana,
,Dallas,Pennsylvania,
,"Allen, TX",Texas,
,DFW,Texas,
,"Dallas, TX",Texas,
,"Johnston, IA",Iowa,
,"Somewhere making it happen, TX",Texas,
,Dallas,Pennsylvania,
,"Greenville, NC",North†Carolina,
,"Fort Worth, TX",Texas,
,Milford ,Massachusetts,
,"Aledo, TX",Texas,
,"Dallas, TX",Texas,
,"Columbia, PA",Pennsylvania,
,"Dallas, TX",Texas,
,"Tallahassee, FL",Florida,
,"Atlanta, GA",Georgia,
,"San Antonio, TX",Texas,
,"Fort Worth, TX",Texas,
,"blythewood, SC",South carolina,
,"Bensalem, PA",Pennsylvania,
,Fayetteville,New York,
,"Tallahassee, FL",Florida,
,Trent,South Dakota,
,"Cambridge, MA",Massachusetts,
,"Austin, TX",Texas,
,Tuscaloosa,Alabama,
,"St. Charles, MO",Missouri,
,"Spring Lake, NC",North†Carolina,
,"Plano, TX",Texas,
,"Dallas, TX",Texas,
,"Los Angeles, CA",California,
,Dallas,Pennsylvania,
,"Pumpkin Center, NC",North†Carolina,
,"Hinesville, GA",Georgia,
,"Texarkana, AR",Arkansas,
,Dallas,Pennsylvania,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Marble Falls, TX",Texas,
,"Rochester, NY",New†York,
,"Round Rock, TX",Texas,
,"Orlando, FL",Florida,
,"Atlanta, GA",Georgia,
,Stillwater,Maine,
,"Sligo, Ireland",West Virginia,
,Wingate,Maryland,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Atlanta, GA",Georgia,
,"Bourbonnais, IL",Illinois,
,"Plano, TX",Texas,
,"Bowie, MD",Maryland,
,"Stephenville, TX",Texas,
,"Frisco, TX",Texas,
,"Ardmore, OK",Oklahoma,
,"Boston, MA",Massachusetts,
,"Westchester, NY",New†York,
,"Bedford, TX",Texas,
,"College Station, TX",Texas,
,"Milwaukee, WI",Wisconsin,
,"McKinney, TX",Texas,
,"Bridgeport, CT",Connecticut,
,"Arvada, CO",Colorado,
,"Dallas, TX",Texas,
,"Bury, England",Arkansas,
,"Wilmington, NC ",North†Carolina,
,"Dallas, TX",Texas,
,Melbourne,Florida,
,"Dallas, TX",Texas,
,"Brooklyn, NY",New†York,
,"Brooklyn, New York",New York,
,"McKinney, TX",Texas,
,"Fort Worth, TX",Texas,
,Houston,Pennsylvania,
,Dallas,Pennsylvania,
,"Dallas/Fort Worth, TX",Texas,
,"Melbourne, Victoria",Virginia,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Fairfield, TX",Texas,
,Kansas,Alabama,
,"Granbury, TX",Texas,
,"Dallas, TX",Texas,
,"Lufkin, TX",Texas,
,"Lansdale, PA",Pennsylvania,
,"Longview, TX",Texas,
,"Dallas, TX",Texas,
,"Arlington, TX",Texas,
,San Antonio,Puerto Rico,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Durant, OK",Oklahoma,
,"Eden, TX",Texas,
,TX,Texas,
,Dallas,Pennsylvania,
,"Orlando, FL",Florida,
,"New York, NY",New†York,
,"Richardson, TX",Texas,
,"Denton, TX",Texas,
,"4 0 9, TX",Texas,
,"Kansas City, MO",Missouri,
,DFW,Texas,
,"Nashville, TN",Tennessee,
,"Crowley, TX",Texas,
,"Charlotte, NC",North†Carolina,
,New York,New York,
,Westport,Massachusetts,
,"Dallas, TX",Texas,
,"DTX¬®¢Œorman, OK",Oklahoma,
,"Chesham, Bucks",Alabama,
,"Dallas, TX ",Texas,
,"Dallas, TX",Texas,
,England,Arkansas,
,DFW,Texas,
,"Raleigh, NC",North†Carolina,
,"Columbia, SC ' Fairbanks,AK",Alaska,
,"Nashville, TN",Tennessee,
,"Oakland, CA",California,
,"Coppell, TX",Texas,
,"Rockwall, TX",Texas,
,Dallas,Pennsylvania,
,"Forney, TX",Texas,
,"Brooklyn, NY",New†York,
,"Dallas, TX",Texas,
,Earth,Texas,
,"Memphis, TN",Tennessee,
,"Midlothian, TX",Texas,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,"Birmingham, AL",Alabama,
,"Milwaukee, WI",Wisconsin,
,MS,Mississippi,
,"Dallas, TX",Texas,
,"Dallas, TX",Texas,
,Cheltenham,Pennsylvania,
,"Dallas, TX",Texas,
,"Los Angeles, CA",California,
,"Wichita Falls, TX",Texas,
,"Dallas, TX",Texas,
,London,West Virginia,
,TX,Texas,
,Dallas,Pennsylvania,
,"Fayetteville, NC",North†Carolina,
,"Montgomery, AL",Alabama,
,Dallas ,Pennsylvania,
,Dallas,Pennsylvania,
,"Dallas, TX",Texas,
,Palestine,West Virginia,
,"Cleveland, OH",Ohio,
,"Fort Worth, TX",Texas,
,"Melbourne, Victoria",Virginia,
,Carolina,Puerto Rico,
,"Dallas, TX",Texas,
,"Dallas,TX",Texas,
,"Tacoma, WA",Washington,
,"Albuquerque, NM / Dallas, TX",Texas,
,"Detroit, MI",Michigan,
,"Denton, TX",Texas,
,"Dallas, TX",Texas,
,"Midlothian, TX",Texas,
,"Trinity, AL",Alabama,
,"Los Angeles, CA",California,
,"Austin, TX",Texas,
,"Madison, WI",Wisconsin,
,Dallas,Pennsylvania,
,"Wyoming, OH",Ohio,
,"Philadelphia, PA",Pennsylvania,
,"Dallas, TX",Texas,
,"Arlington, TX",Texas,
,Roma,Texas,
,"Denton, TX",Texas,
,AL,Alabama,
,"Fort Worth, TX",Texas,
,"Dallas, TX",Texas,
,"London, England",Arkansas,
,"Iowa City, IA",Iowa,
,"El Paso, TX",Texas,
,"Lake Forest, CA",California,
,San Marcos,Texas,
,"Arlington, TX/Fayettville, AR",Arkansas,
,"Benbrook, TX",Texas,
,"Chicago, IL",Illinois,
,Italy ,Texas,
,"Grand Prairie, TX",Texas,
,"Kings Lynn, Norfolk",Massachusetts,
,"Dallas, TX",Texas,
,"Plano, TX",Texas,
,"Los Angeles, CA",California,
,"Dallas, TX",Texas,
,"Wichita, KS",Kansas,
,"Coppell, TX",Texas,
,"Fort Bragg, NC",North†Carolina,
,"Austell, GA",Georgia,
,"Mansfield, TX",Texas,
,"Shelton, CT",Connecticut,
,"Arlington, TX",Texas,
,"Austin, TX",Texas,
,"Nacogdoches, TX",Texas,
,"Dallas, TX",Texas,
,"Los Angeles, California",Pennsylvania,
,Birmingham,New Jersey,
,"Fremont, CA",California,
,"Las Cruces, NM",New mexico,
,"Highland Park, TX",Texas,
,"Portland, OR",Oregon,
,"Canyon, TX",Texas,
,"Greeneville, TN",Tennessee,
,"Waco, TX ",Texas,
,"Sacramento, CA",California,
